Open,High,Low,Close,Volume,Open Interest,Symbol
63.41,63.41,63.41,63.41,0.0,0.0,CL-2031K
63.67,63.67,63.67,63.67,0.0,0.0,CL-2031K
63.27,63.27,63.27,63.27,0.0,1588.0,CL-2031M
63.54,63.54,63.54,63.54,0.0,0.0,CL-2031M
63.09,63.09,63.09,63.09,0.0,4.0,CL-2031N
63.37,63.37,63.37,63.37,0.0,0.0,CL-2031N
62.94,62.94,62.94,62.94,0.0,0.0,CL-2031Q
63.23,63.23,63.23,63.23,0.0,0.0,CL-2031Q
62.79,62.79,62.79,62.79,0.0,0.0,CL-2031U
63.09,63.09,63.09,63.09,0.0,0.0,CL-2031U
62.65,62.65,62.65,62.65,0.0,0.0,CL-2031V
62.96,62.96,62.96,62.96,0.0,0.0,CL-2031V
62.5,62.5,62.5,62.5,0.0,0.0,CL-2031X
62.82,62.82,62.82,62.82,0.0,0.0,CL-2031X
62.34,62.34,62.34,62.34,57.0,6847.0,CL-2031Z
62.37,62.67,62.37,62.67,18.0,0.0,CL-2031Z
62.12,62.12,62.12,62.12,0.0,0.0,CL-2032F
62.46,62.46,62.46,62.46,0.0,0.0,CL-2032F
61.99,61.99,61.99,61.99,0.0,0.0,CL-2032G
62.35,62.35,62.35,62.35,0.0,0.0,CL-2032G
61.86,61.86,61.86,61.86,0.0,0.0,CL-2032H
62.23,62.23,62.23,62.23,0.0,0.0,CL-2032H
61.69,61.69,61.69,61.69,0.0,0.0,CL-2032J
62.07,62.07,62.07,62.07,0.0,0.0,CL-2032J
61.51,61.51,61.51,61.51,0.0,0.0,CL-2032K
61.91,61.91,61.91,61.91,0.0,0.0,CL-2032K
61.35,61.35,61.35,61.35,0.0,152.0,CL-2032M
61.76,61.76,61.76,61.76,0.0,0.0,CL-2032M
61.17,61.17,61.17,61.17,0.0,0.0,CL-2032N
61.59,61.59,61.59,61.59,0.0,0.0,CL-2032N
61.0,61.0,61.0,61.0,0.0,2.0,CL-2032Q
61.43,61.43,61.43,61.43,0.0,0.0,CL-2032Q
60.82,60.82,60.82,60.82,0.0,0.0,CL-2032U
61.27,61.27,61.27,61.27,0.0,0.0,CL-2032U
60.69,60.69,60.69,60.69,0.0,0.0,CL-2032V
61.15,61.15,61.15,61.15,0.0,0.0,CL-2032V
60.55,60.55,60.55,60.55,0.0,0.0,CL-2032X
61.02,61.02,61.02,61.02,0.0,0.0,CL-2032X
60.41,60.41,60.41,60.41,24.0,5568.0,CL-2032Z
61.0,61.0,60.89,60.89,1.0,0.0,CL-2032Z
60.24,60.24,60.24,60.24,0.0,0.0,CL-2033F
60.73,60.73,60.73,60.73,0.0,0.0,CL-2033F
60.1,60.1,60.1,60.1,0.0,0.0,CL-2033G
60.61,60.61,60.61,60.61,0.0,0.0,CL-2033G
59.97,59.97,59.97,59.97,0.0,0.0,CL-2033H
60.5,60.5,60.5,60.5,0.0,0.0,CL-2033H
59.82,59.82,59.82,59.82,0.0,0.0,CL-2033J
60.36,60.36,60.36,60.36,0.0,0.0,CL-2033J
59.64,59.64,59.64,59.64,0.0,0.0,CL-2033K
60.2,60.2,60.2,60.2,0.0,0.0,CL-2033K
59.43,59.43,59.43,59.43,0.0,0.0,CL-2033M
60.0,60.0,60.0,60.0,0.0,0.0,CL-2033M
59.19,59.19,59.19,59.19,0.0,0.0,CL-2033N
59.77,59.77,59.77,59.77,0.0,0.0,CL-2033N
59.0,59.0,59.0,59.0,0.0,0.0,CL-2033Q
59.59,59.59,59.59,59.59,0.0,0.0,CL-2033Q
58.84,58.84,58.84,58.84,0.0,0.0,CL-2033U
59.44,59.44,59.44,59.44,0.0,0.0,CL-2033U
58.69,58.69,58.69,58.69,0.0,0.0,CL-2033V
59.3,59.3,59.3,59.3,0.0,0.0,CL-2033V
58.58,58.58,58.58,58.58,0.0,0.0,CL-2033X
59.2,59.2,59.2,59.2,0.0,0.0,CL-2033X
58.49,58.49,58.49,58.49,17.0,1556.0,CL-2033Z
59.12,59.12,59.12,59.12,0.0,0.0,CL-2033Z
58.33,58.33,58.33,58.33,0.0,0.0,CL-2034F
58.96,58.96,58.96,58.96,0.0,0.0,CL-2034F
58.18,58.18,58.18,58.18,0.0,0.0,CL-2034G
58.81,58.81,58.81,58.81,0.0,0.0,CL-2034G
57.99,57.99,57.99,57.99,0.0,0.0,CL-2034H
58.62,58.62,58.62,58.62,0.0,0.0,CL-2034H
57.82,57.82,57.82,57.82,0.0,0.0,CL-2034J
58.45,58.45,58.45,58.45,0.0,0.0,CL-2034J
57.66,57.66,57.66,57.66,0.0,0.0,CL-2034K
58.29,58.29,58.29,58.29,0.0,0.0,CL-2034K
57.51,57.51,57.51,57.51,0.0,0.0,CL-2034M
58.14,58.14,58.14,58.14,0.0,0.0,CL-2034M
57.38,57.38,57.38,57.38,0.0,0.0,CL-2034N
58.01,58.01,58.01,58.01,0.0,0.0,CL-2034N
57.24,57.24,57.24,57.24,0.0,0.0,CL-2034Q
57.87,57.87,57.87,57.87,0.0,0.0,CL-2034Q
57.13,57.13,57.13,57.13,0.0,0.0,CL-2034U
57.76,57.76,57.76,57.76,0.0,0.0,CL-2034U
56.99,56.99,56.99,56.99,0.0,0.0,CL-2034V
57.62,57.62,57.62,57.62,0.0,0.0,CL-2034V
56.85,56.85,56.85,56.85,0.0,0.0,CL-2034X
57.48,57.48,57.48,57.48,0.0,0.0,CL-2034X
56.8,56.8,56.6,56.61,6.0,56.0,CL-2034Z
57.24,57.24,57.24,57.24,0.0,0.0,CL-2034Z
56.52,56.52,56.52,56.52,0.0,0.0,CL-2035F
57.15,57.15,57.15,57.15,0.0,0.0,CL-2035F
56.36,56.36,56.36,56.36,0.0,0.0,CL-2035G
56.99,56.99,56.99,56.99,0.0,0.0,CL-2035G
56.2,56.2,56.2,56.2,0.0,0.0,CL-2035H
56.83,56.83,56.83,56.83,0.0,0.0,CL-2035H
56.06,56.06,56.06,56.06,0.0,0.0,CL-2035J
56.69,56.69,56.69,56.69,0.0,0.0,CL-2035J
55.86,55.86,55.86,55.86,0.0,0.0,CL-2035K
56.49,56.49,56.49,56.49,0.0,0.0,CL-2035K
55.65,55.65,55.65,55.65,0.0,0.0,CL-2035M
56.28,56.28,56.28,56.28,0.0,0.0,CL-2035M
55.49,55.49,55.49,55.49,0.0,0.0,CL-2035N
56.12,56.12,56.12,56.12,0.0,0.0,CL-2035N
55.32,55.32,55.32,55.32,0.0,0.0,CL-2035Q
55.95,55.95,55.95,55.95,0.0,0.0,CL-2035Q
55.19,55.19,55.19,55.19,0.0,0.0,CL-2035U
55.82,55.82,55.82,55.82,0.0,0.0,CL-2035U
55.04,55.04,55.04,55.04,0.0,0.0,CL-2035V
55.67,55.67,55.67,55.67,0.0,0.0,CL-2035V
54.9,54.9,54.9,54.9,0.0,0.0,CL-2035X
55.53,55.53,55.53,55.53,0.0,0.0,CL-2035X
54.72,54.72,54.72,54.72,0.0,11.0,CL-2035Z
55.35,55.35,55.35,55.35,0.0,0.0,CL-2035Z
54.58,54.58,54.58,54.58,0.0,0.0,CL-2036F
55.21,55.21,55.21,55.21,0.0,0.0,CL-2036F
54.45,54.45,54.45,54.45,0.0,32.0,CL-2036G
55.08,55.08,55.08,55.08,0.0,0.0,CL-2036G
54.32,54.32,54.32,54.32,0.0,0.0,CL-2036H
54.95,54.95,54.95,54.95,0.0,0.0,CL-2036H
54.16,54.16,54.16,54.16,0.0,0.0,CL-2036J
54.79,54.79,54.79,54.79,0.0,0.0,CL-2036J
54.01,54.01,54.01,54.01,0.0,0.0,CL-2036K
54.64,54.64,54.64,54.64,0.0,0.0,CL-2036K
53.75,53.75,53.75,53.75,0.0,0.0,CL-2036M
54.38,54.38,54.38,54.38,0.0,0.0,CL-2036M
53.57,53.57,53.57,53.57,0.0,0.0,CL-2036N
54.2,54.2,54.2,54.2,0.0,0.0,CL-2036N
53.39,53.39,53.39,53.39,0.0,0.0,CL-2036Q
54.02,54.02,54.02,54.02,0.0,0.0,CL-2036Q
53.25,53.25,53.25,53.25,0.0,0.0,CL-2036U
53.88,53.88,53.88,53.88,0.0,0.0,CL-2036U
53.11,53.11,53.11,53.11,0.0,0.0,CL-2036V
53.74,53.74,53.74,53.74,0.0,0.0,CL-2036V
52.97,52.97,52.97,52.97,0.0,0.0,CL-2036X
53.6,53.6,53.6,53.6,0.0,0.0,CL-2036X
52.79,52.79,52.79,52.79,0.0,20.0,CL-2036Z
53.42,53.42,53.42,53.42,0.0,0.0,CL-2036Z
52.72,52.72,52.72,52.72,0.0,0.0,CL-2037F
53.35,53.35,53.35,53.35,0.0,0.0,CL-2037F
52.66,52.66,52.66,52.66,0.0,0.0,CL-2037G
53.29,53.29,53.29,53.29,0.0,0.0,CL-2037G
7701.25,7708.0,7621.5,7642.75,1.599408e+06,1.983601e+06,ES-2026U
7645.0,7691.25,7618.5,7676.5,1.268079e+06,0.0,ES-2026U
7768.5,7775.5,7688.0,7709.5,9310.0,59276.0,ES-2026Z
7713.5,7757.75,7685.5,7743.5,7381.0,0.0,ES-2026Z
7805.0,7848.75,7769.75,7787.75,23.0,3095.0,ES-2027H
7787.0,7833.0,7769.25,7820.5,18.0,0.0,ES-2027H
7863.25,7863.25,7863.25,7863.25,26.0,835.0,ES-2027M
7897.0,7897.0,7897.0,7897.0,21.0,0.0,ES-2027M
7941.25,7941.25,7941.25,7941.25,1.0,4.0,ES-2027U
7976.25,7976.25,7976.25,7976.25,1.0,0.0,ES-2027U
8021.75,8021.75,8021.75,8021.75,0.0,83.0,ES-2027Z
8056.25,8056.25,8056.25,8056.25,0.0,0.0,ES-2027Z
8107.0,8107.0,8107.0,8107.0,0.0,0.0,ES-2028H
8141.75,8141.75,8141.75,8141.75,0.0,0.0,ES-2028H
8191.25,8191.25,8191.25,8191.25,0.0,0.0,ES-2028M
8224.0,8224.0,8224.0,8224.0,0.0,0.0,ES-2028M
8275.0,8275.0,8275.0,8275.0,0.0,0.0,ES-2028U
8307.5,8307.5,8307.5,8307.5,0.0,0.0,ES-2028U
8352.5,8352.5,8352.5,8352.5,0.0,20.0,ES-2028Z
8389.75,8389.75,8389.75,8389.75,0.0,0.0,ES-2028Z
8444.5,8444.5,8444.5,8444.5,0.0,0.0,ES-2029H
8481.5,8481.5,8481.5,8481.5,0.0,0.0,ES-2029H
8536.25,8536.25,8536.25,8536.25,0.0,0.0,ES-2029M
8573.25,8573.25,8573.25,8573.25,0.0,0.0,ES-2029M
8628.25,8628.25,8628.25,8628.25,0.0,0.0,ES-2029U
8665.0,8665.0,8665.0,8665.0,0.0,0.0,ES-2029U
8719.75,8719.75,8719.75,8719.75,0.0,0.0,ES-2029Z
8756.75,8756.75,8756.75,8756.75,0.0,0.0,ES-2029Z
8812.5,8812.5,8812.5,8812.5,0.0,0.0,ES-2030H
8849.5,8849.5,8849.5,8849.5,0.0,0.0,ES-2030H
8905.5,8905.5,8905.5,8905.5,0.0,0.0,ES-2030M
8942.5,8942.5,8942.5,8942.5,0.0,0.0,ES-2030M
8998.25,8998.25,8998.25,8998.25,0.0,0.0,ES-2030U
9035.25,9035.25,9035.25,9035.25,0.0,0.0,ES-2030U
9090.75,9090.75,9090.75,9090.75,0.0,0.0,ES-2030Z
9127.75,9127.75,9127.75,9127.75,0.0,0.0,ES-2030Z
9153.5,9153.5,9153.5,9153.5,0.0,0.0,ES-2031H
9190.5,9190.5,9190.5,9190.5,0.0,0.0,ES-2031H
9216.75,9216.75,9216.75,9216.75,0.0,0.0,ES-2031M
9253.75,9253.75,9253.75,9253.75,0.0,0.0,ES-2031M
9301.25,9301.25,9301.25,9301.25,0.0,0.0,ES-2031U
9338.25,9338.25,9338.25,9338.25,0.0,0.0,ES-2031U
4402.0,4402.0,4329.1,4348.0,191.0,907.0,GC-2026U
4328.0,4390.2,4292.2,4366.3,165.0,0.0,GC-2026U
4463.7,4475.3,4337.0,4362.8,20498.0,48506.0,GC-2026V
4344.1,4410.0,4297.2,4380.7,17714.0,0.0,GC-2026V
4483.4,4491.6,4354.9,4380.4,185.0,612.0,GC-2026X
4355.2,4425.1,4324.2,4398.5,160.0,0.0,GC-2026X
4498.7,4510.5,4369.7,4396.4,198560.0,318145.0,GC-2026Z
4377.2,4444.4,4329.2,4414.6,171595.0,0.0,GC-2026Z
4446.7,4446.9,4396.2,4415.7,39.0,533.0,GC-2027F
4387.0,4434.1,4357.5,4434.1,34.0,0.0,GC-2027F
4536.3,4544.0,4405.3,4431.7,4956.0,32074.0,GC-2027G
4413.8,4480.0,4364.9,4450.1,4283.0,0.0,GC-2027G
4477.5,4487.2,4425.7,4448.6,15.0,210.0,GC-2027H
4405.0,4487.7,4387.2,4467.0,13.0,0.0,GC-2027H
4555.2,4568.4,4441.2,4466.2,1426.0,7610.0,GC-2027J
4443.8,4513.2,4400.4,4484.7,1232.0,0.0,GC-2027J
4486.6,4486.6,4484.4,4484.4,2.0,19.0,GC-2027K
4438.5,4503.1,4438.5,4503.1,2.0,0.0,GC-2027K
4605.0,4614.1,4478.0,4502.4,749.0,3832.0,GC-2027M
4485.0,4530.0,4439.0,4521.2,647.0,0.0,GC-2027M
4538.8,4538.8,4498.8,4520.8,8.0,23.0,GC-2027N
4556.4,4557.7,4539.8,4539.8,7.0,0.0,GC-2027N
4539.5,4540.9,4534.4,4539.3,161.0,1225.0,GC-2027Q
4495.3,4558.3,4495.3,4558.3,139.0,0.0,GC-2027Q
4558.4,4558.4,4557.3,4557.3,2.0,11.0,GC-2027U
4515.5,4576.4,4512.3,4576.4,2.0,0.0,GC-2027U
4575.5,4575.5,4575.5,4575.5,59.0,287.0,GC-2027V
4594.6,4594.6,4594.6,4594.6,51.0,0.0,GC-2027V
4577.0,4593.9,4577.0,4593.9,9.0,24.0,GC-2027X
4613.1,4613.1,4613.1,4613.1,8.0,0.0,GC-2027X
4706.2,4706.2,4589.7,4611.8,71.0,583.0,GC-2027Z
4563.0,4631.1,4563.0,4631.1,61.0,0.0,GC-2027Z
4629.8,4629.8,4629.8,4629.8,0.0,8.0,GC-2028F
4649.3,4649.3,4649.3,4649.3,0.0,0.0,GC-2028F
4648.3,4648.3,4648.3,4648.3,21.0,99.0,GC-2028G
4667.9,4667.9,4667.9,4667.9,18.0,0.0,GC-2028G
4666.1,4666.1,4666.1,4666.1,0.0,5.0,GC-2028H
4685.9,4685.9,4685.9,4685.9,0.0,0.0,GC-2028H
4684.3,4684.3,4684.3,4684.3,12.0,120.0,GC-2028J
4704.3,4704.3,4704.3,4704.3,10.0,0.0,GC-2028J
4702.3,4702.3,4702.3,4702.3,0.0,3.0,GC-2028K
4722.4,4722.4,4722.4,4722.4,0.0,0.0,GC-2028K
4719.9,4719.9,4719.9,4719.9,2.0,124.0,GC-2028M
4740.1,4740.1,4740.1,4740.1,2.0,0.0,GC-2028M
4737.6,4737.6,4737.6,4737.6,0.0,1.0,GC-2028N
4757.9,4757.9,4757.9,4757.9,0.0,0.0,GC-2028N
4755.8,4755.8,4755.8,4755.8,2.0,9.0,GC-2028Q
4776.1,4776.1,4776.1,4776.1,2.0,0.0,GC-2028Q
4774.0,4774.0,4774.0,4774.0,0.0,0.0,GC-2028U
4794.4,4794.4,4794.4,4794.4,0.0,0.0,GC-2028U
4792.0,4792.0,4792.0,4792.0,0.0,0.0,GC-2028V
4812.5,4812.5,4812.5,4812.5,0.0,0.0,GC-2028V
4815.9,4827.4,4815.9,4827.4,3.0,139.0,GC-2028Z
4848.2,4848.2,4848.2,4848.2,3.0,0.0,GC-2028Z
4932.0,4932.0,4932.0,4932.0,1.0,37.0,GC-2029M
4953.1,4953.1,4953.1,4953.1,1.0,0.0,GC-2029M
5036.2,5036.2,5036.2,5036.2,1.0,50.0,GC-2029Z
5057.3,5057.3,5057.3,5057.3,1.0,0.0,GC-2029Z
5104.2,5104.2,5104.2,5104.2,0.0,0.0,GC-2030M
5125.3,5125.3,5125.3,5125.3,0.0,0.0,GC-2030M
5144.2,5144.2,5144.2,5144.2,0.0,0.0,GC-2030Z
5165.3,5165.3,5165.3,5165.3,0.0,0.0,GC-2030Z
5179.4,5179.4,5179.4,5179.4,0.0,0.0,GC-2031M
5200.5,5200.5,5200.5,5200.5,0.0,0.0,GC-2031M
5215.4,5215.4,5215.4,5215.4,0.0,0.0,GC-2031Z
5236.5,5236.5,5236.5,5236.5,0.0,0.0,GC-2031Z
5250.6,5250.6,5250.6,5250.6,0.0,0.0,GC-2032M
5271.7,5271.7,5271.7,5271.7,0.0,0.0,GC-2032M
2.931,2.955,2.851,2.904,148990.0,326958.0,NG-2026V
2.946,3.002,2.91,2.956,127085.0,0.0,NG-2026V
3.057,3.079,2.983,3.034,77425.0,261984.0,NG-2026X
3.065,3.129,3.042,3.09,73657.0,0.0,NG-2026X
3.514,3.536,3.435,3.493,36417.0,170733.0,NG-2026Z
3.535,3.587,3.504,3.552,36664.0,0.0,NG-2026Z
3.929,3.958,3.86,3.916,35090.0,178221.0,NG-2027F
3.949,4.003,3.927,3.97,23954.0,0.0,NG-2027F
3.588,3.61,3.524,3.574,13861.0,74709.0,NG-2027G
3.607,3.657,3.583,3.626,12778.0,0.0,NG-2027G
2.904,2.928,2.864,2.901,21037.0,156436.0,NG-2027H
2.916,2.96,2.906,2.936,21691.0,0.0,NG-2027H
2.773,2.79,2.737,2.77,14165.0,126412.0,NG-2027J
2.777,2.817,2.773,2.795,16201.0,0.0,NG-2027J
2.778,2.802,2.753,2.785,7340.0,74370.0,NG-2027K
2.795,2.826,2.787,2.807,7767.0,0.0,NG-2027K
2.92,2.942,2.9,2.929,4709.0,31465.0,NG-2027M
2.944,2.965,2.929,2.949,4723.0,0.0,NG-2027M
3.131,3.152,3.111,3.141,5148.0,36943.0,NG-2027N
3.154,3.176,3.141,3.16,5542.0,0.0,NG-2027N
3.207,3.224,3.185,3.215,4029.0,33568.0,NG-2027Q
3.227,3.248,3.213,3.233,3989.0,0.0,NG-2027Q
3.19,3.21,3.172,3.2,4175.0,37670.0,NG-2027U
3.21,3.235,3.199,3.22,5062.0,0.0,NG-2027U
3.279,3.292,3.254,3.283,7132.0,75563.0,NG-2027V
3.295,3.318,3.282,3.302,7672.0,0.0,NG-2027V
3.538,3.552,3.519,3.545,1538.0,23174.0,NG-2027X
3.549,3.579,3.542,3.563,2206.0,0.0,NG-2027X
4.158,4.174,4.144,4.166,1223.0,28008.0,NG-2027Z
4.169,4.203,4.163,4.187,1287.0,0.0,NG-2027Z
4.61,4.619,4.591,4.611,1948.0,39049.0,NG-2028F
4.613,4.65,4.609,4.634,1614.0,0.0,NG-2028F
4.174,4.189,4.165,4.183,785.0,14424.0,NG-2028G
4.182,4.219,4.182,4.204,1236.0,0.0,NG-2028G
3.423,3.431,3.407,3.422,1022.0,19684.0,NG-2028H
3.424,3.462,3.424,3.444,1183.0,0.0,NG-2028H
3.169,3.179,3.155,3.171,745.0,19377.0,NG-2028J
3.17,3.2,3.17,3.189,1311.0,0.0,NG-2028J
3.157,3.167,3.146,3.16,342.0,7189.0,NG-2028K
3.159,3.191,3.158,3.177,810.0,0.0,NG-2028K
3.314,3.319,3.299,3.312,530.0,4847.0,NG-2028M
3.31,3.345,3.31,3.331,866.0,0.0,NG-2028M
3.514,3.52,3.502,3.514,234.0,4595.0,NG-2028N
3.513,3.551,3.513,3.534,979.0,0.0,NG-2028N
3.575,3.583,3.562,3.576,186.0,3740.0,NG-2028Q
3.588,3.614,3.584,3.596,398.0,0.0,NG-2028Q
3.537,3.556,3.537,3.55,176.0,3836.0,NG-2028U
3.571,3.58,3.565,3.572,181.0,0.0,NG-2028U
3.597,3.606,3.585,3.601,248.0,13048.0,NG-2028V
3.619,3.631,3.609,3.622,439.0,0.0,NG-2028V
3.742,3.759,3.741,3.752,185.0,2489.0,NG-2028X
3.773,3.783,3.768,3.778,149.0,0.0,NG-2028X
4.328,4.328,4.313,4.317,142.0,5609.0,NG-2028Z
4.334,4.357,4.325,4.343,114.0,0.0,NG-2028Z
4.764,4.764,4.764,4.764,87.0,5953.0,NG-2029F
4.777,4.791,4.775,4.784,68.0,0.0,NG-2029F
4.325,4.33,4.325,4.33,10.0,2283.0,NG-2029G
4.34,4.342,4.34,4.342,60.0,0.0,NG-2029G
3.447,3.447,3.447,3.447,64.0,2579.0,NG-2029H
3.445,3.445,3.445,3.445,136.0,0.0,NG-2029H
3.162,3.162,3.162,3.162,66.0,3617.0,NG-2029J
3.175,3.175,3.16,3.16,132.0,0.0,NG-2029J
3.129,3.144,3.129,3.144,11.0,570.0,NG-2029K
3.143,3.143,3.143,3.143,31.0,0.0,NG-2029K
3.269,3.269,3.269,3.269,12.0,882.0,NG-2029M
3.269,3.269,3.269,3.269,30.0,0.0,NG-2029M
3.472,3.472,3.472,3.472,5.0,1900.0,NG-2029N
3.473,3.473,3.473,3.473,19.0,0.0,NG-2029N
3.535,3.535,3.535,3.535,0.0,818.0,NG-2029Q
3.536,3.536,3.536,3.536,9.0,0.0,NG-2029Q
3.52,3.52,3.52,3.52,11.0,647.0,NG-2029U
3.521,3.521,3.521,3.521,9.0,0.0,NG-2029U
3.576,3.576,3.576,3.576,19.0,3149.0,NG-2029V
3.575,3.575,3.575,3.575,20.0,0.0,NG-2029V
3.73,3.73,3.727,3.727,14.0,1080.0,NG-2029X
3.728,3.728,3.728,3.728,18.0,0.0,NG-2029X
4.287,4.287,4.287,4.287,6.0,1508.0,NG-2029Z
4.287,4.291,4.287,4.291,8.0,0.0,NG-2029Z
4.748,4.748,4.748,4.748,6.0,2168.0,NG-2030F
4.752,4.752,4.752,4.752,0.0,0.0,NG-2030F
4.324,4.324,4.324,4.324,4.0,654.0,NG-2030G
4.327,4.327,4.327,4.327,0.0,0.0,NG-2030G
3.473,3.479,3.473,3.479,5.0,636.0,NG-2030H
3.482,3.482,3.482,3.482,1.0,0.0,NG-2030H
3.102,3.102,3.102,3.102,0.0,680.0,NG-2030J
3.107,3.107,3.107,3.107,2.0,0.0,NG-2030J
3.058,3.058,3.058,3.058,0.0,296.0,NG-2030K
3.067,3.067,3.067,3.067,1.0,0.0,NG-2030K
3.173,3.173,3.173,3.173,0.0,285.0,NG-2030M
3.18,3.18,3.18,3.18,0.0,0.0,NG-2030M
3.407,3.407,3.407,3.407,0.0,234.0,NG-2030N
3.414,3.414,3.414,3.414,0.0,0.0,NG-2030N
3.451,3.451,3.451,3.451,0.0,198.0,NG-2030Q
3.458,3.458,3.458,3.458,0.0,0.0,NG-2030Q
3.429,3.429,3.429,3.429,0.0,240.0,NG-2030U
3.436,3.436,3.436,3.436,0.0,0.0,NG-2030U
3.503,3.503,3.503,3.503,0.0,393.0,NG-2030V
3.51,3.51,3.51,3.51,6.0,0.0,NG-2030V
3.663,3.663,3.663,3.663,0.0,800.0,NG-2030X
3.67,3.67,3.67,3.67,1.0,0.0,NG-2030X
4.211,4.211,4.211,4.211,0.0,125.0,NG-2030Z
4.219,4.219,4.219,4.219,0.0,0.0,NG-2030Z
4.635,4.635,4.635,4.635,0.0,272.0,NG-2031F
4.643,4.643,4.643,4.643,0.0,0.0,NG-2031F
4.234,4.234,4.234,4.234,0.0,83.0,NG-2031G
4.243,4.243,4.243,4.243,0.0,0.0,NG-2031G
3.429,3.429,3.429,3.429,0.0,109.0,NG-2031H
3.438,3.438,3.438,3.438,0.0,0.0,NG-2031H
3.059,3.059,3.059,3.059,0.0,110.0,NG-2031J
3.068,3.068,3.068,3.068,0.0,0.0,NG-2031J
3.019,3.019,3.019,3.019,0.0,174.0,NG-2031K
3.028,3.028,3.028,3.028,0.0,0.0,NG-2031K
3.142,3.142,3.142,3.142,0.0,112.0,NG-2031M
3.151,3.151,3.151,3.151,0.0,0.0,NG-2031M
3.352,3.352,3.352,3.352,0.0,27.0,NG-2031N
3.361,3.361,3.361,3.361,0.0,0.0,NG-2031N
3.418,3.418,3.418,3.418,0.0,27.0,NG-2031Q
3.427,3.427,3.427,3.427,0.0,0.0,NG-2031Q
3.402,3.402,3.402,3.402,0.0,59.0,NG-2031U
3.411,3.411,3.411,3.411,0.0,0.0,NG-2031U
3.47,3.489,3.47,3.489,5.0,179.0,NG-2031V
3.498,3.498,3.498,3.498,0.0,0.0,NG-2031V
3.72,3.72,3.72,3.72,0.0,46.0,NG-2031X
3.729,3.729,3.729,3.729,0.0,0.0,NG-2031X
4.324,4.324,4.324,4.324,0.0,107.0,NG-2031Z
4.333,4.333,4.333,4.333,0.0,0.0,NG-2031Z
4.662,4.662,4.662,4.662,0.0,16.0,NG-2032F
4.671,4.671,4.671,4.671,0.0,0.0,NG-2032F
4.259,4.259,4.259,4.259,0.0,11.0,NG-2032G
4.268,4.268,4.268,4.268,0.0,0.0,NG-2032G
3.413,3.413,3.413,3.413,0.0,42.0,NG-2032H
3.422,3.422,3.422,3.422,0.0,0.0,NG-2032H
2.98,2.98,2.98,2.98,0.0,42.0,NG-2032J
2.989,2.989,2.989,2.989,0.0,0.0,NG-2032J
2.949,2.949,2.949,2.949,0.0,34.0,NG-2032K
2.957,2.957,2.957,2.957,0.0,0.0,NG-2032K
3.075,3.075,3.075,3.075,0.0,35.0,NG-2032M
3.078,3.078,3.078,3.078,0.0,0.0,NG-2032M
3.257,3.257,3.257,3.257,0.0,18.0,NG-2032N
3.26,3.26,3.26,3.26,0.0,0.0,NG-2032N
3.308,3.308,3.308,3.308,0.0,14.0,NG-2032Q
3.311,3.311,3.311,3.311,0.0,0.0,NG-2032Q
3.281,3.281,3.281,3.281,0.0,12.0,NG-2032U
3.284,3.284,3.284,3.284,0.0,0.0,NG-2032U
3.345,3.345,3.345,3.345,0.0,39.0,NG-2032V
3.354,3.354,3.354,3.354,0.0,0.0,NG-2032V
3.56,3.56,3.56,3.56,0.0,15.0,NG-2032X
3.57,3.57,3.57,3.57,0.0,0.0,NG-2032X
4.09,4.09,4.09,4.09,0.0,20.0,NG-2032Z
4.1,4.1,4.1,4.1,0.0,0.0,NG-2032Z
4.41,4.41,4.41,4.41,0.0,10.0,NG-2033F
4.42,4.42,4.42,4.42,0.0,0.0,NG-2033F
3.965,3.965,3.965,3.965,0.0,0.0,NG-2033G
3.975,3.975,3.975,3.975,0.0,0.0,NG-2033G
3.215,3.215,3.215,3.215,0.0,0.0,NG-2033H
3.225,3.225,3.225,3.225,0.0,0.0,NG-2033H
2.88,2.88,2.88,2.88,0.0,34.0,NG-2033J
2.89,2.89,2.89,2.89,0.0,0.0,NG-2033J
2.866,2.866,2.866,2.866,0.0,24.0,NG-2033K
2.876,2.876,2.876,2.876,0.0,0.0,NG-2033K
3.008,3.008,3.008,3.008,0.0,0.0,NG-2033M
3.018,3.018,3.018,3.018,0.0,0.0,NG-2033M
3.197,3.197,3.197,3.197,0.0,0.0,NG-2033N
3.207,3.207,3.207,3.207,0.0,0.0,NG-2033N
3.248,3.248,3.248,3.248,0.0,0.0,NG-2033Q
3.258,3.258,3.258,3.258,0.0,0.0,NG-2033Q
3.222,3.222,3.222,3.222,0.0,0.0,NG-2033U
3.232,3.232,3.232,3.232,0.0,0.0,NG-2033U
3.295,3.295,3.295,3.295,0.0,16.0,NG-2033V
3.305,3.305,3.305,3.305,0.0,0.0,NG-2033V
3.534,3.534,3.534,3.534,0.0,0.0,NG-2033X
3.544,3.544,3.544,3.544,0.0,0.0,NG-2033X
3.969,3.969,3.969,3.969,0.0,0.0,NG-2033Z
3.979,3.979,3.979,3.979,0.0,0.0,NG-2033Z
4.259,4.259,4.259,4.259,0.0,0.0,NG-2034F
4.269,4.269,4.269,4.269,0.0,0.0,NG-2034F
3.914,3.914,3.914,3.914,0.0,0.0,NG-2034G
3.924,3.924,3.924,3.924,0.0,0.0,NG-2034G
3.294,3.294,3.294,3.294,0.0,0.0,NG-2034H
3.304,3.304,3.304,3.304,0.0,0.0,NG-2034H
